PLAYER,PICK,TEAM,YEAR,G,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ADVANCED_WS,ADVANCED_BPM,ADVANCED_VORP,PER
Jake LaRavia,19,MIN,2022,35.0,11.8,1.1,2.7,0.2,0.3,0.5,1.3,0.6,0.3,0.1,0.5,1.4,3.0,1.5,-2.8,-0.3,6.5
Malaki Branham,20,SAS,2022,66.0,23.5,4.1,9.3,0.9,1.1,0.4,2.3,1.9,0.5,0.1,1.2,1.7,10.2,-0.4,-5.4,-2.7,9.9
Christian Braun,21,DEN,2022,76.0,15.5,1.9,3.8,0.5,0.8,0.6,1.8,0.8,0.5,0.2,0.5,1.3,4.7,5.4,-2.1,-0.1,10.0
Walker Kessler,22,MEM,2022,74.0,23.0,4.0,5.6,1.1,2.1,3.1,5.3,0.9,0.4,2.3,0.8,2.3,9.2,11.2,2.0,3.2,22.0
David Roddy,23,PHI,2022,70.0,18.0,2.6,6.0,0.6,0.9,0.7,2.0,0.8,0.4,0.3,0.8,1.5,6.7,1.2,-4.4,-1.5,9.2
MarJon Beauchamp,24,MIL,2022,52.0,13.5,1.8,4.7,0.5,0.7,0.7,1.5,0.7,0.4,0.1,0.9,1.4,5.1,1.1,-4.0,-0.7,8.0
Blake Wesley,25,SAS,2022,37.0,18.1,1.9,5.8,0.7,1.2,0.3,1.9,2.6,0.7,0.1,1.8,1.8,5.0,-0.7,-6.4,-1.7,3.7
Wendell Moore Jr.,26,DAL,2022,29.0,5.3,0.6,1.5,0.1,0.2,0.1,0.5,0.6,0.3,0.2,0.3,0.4,1.4,0.2,-2.6,0.0,8.7
Nikola Jović,27,MIA,2022,15.0,13.6,1.9,4.6,1.2,1.3,0.6,1.5,0.7,0.5,0.1,0.7,1.3,5.5,2.1,-0.4,0.4,10.7
Patrick Baldwin Jr.,28,GSW,2022,31.0,7.3,1.4,3.5,0.1,0.2,0.0,1.3,0.4,0.2,0.1,0.4,0.5,3.9,0.3,-3.8,-0.3,11.4
TyTy Washington Jr.,29,MEM,2022,31.0,14.0,1.9,5.2,0.3,0.6,0.1,1.4,1.5,0.5,0.1,0.5,0.9,4.7,-0.2,-6.5,-0.6,7.4
Peyton Watson,30,OKC,2022,23.0,8.1,1.3,2.6,0.5,0.9,0.3,1.3,0.5,0.1,0.5,0.3,0.6,3.3,2.7,-2.3,-0.1,13.5
Andrew Nembhard,31,IND,2022,75.0,27.6,3.8,8.6,0.7,0.8,0.5,2.2,4.5,0.9,0.2,1.7,2.4,9.5,3.3,-2.8,-0.7,10.5
Caleb Houstan,32,ORL,2022,51.0,15.9,1.3,3.6,0.3,0.4,0.7,1.3,0.6,0.2,0.1,0.4,1.2,3.8,2.2,-3.0,-0.4,6.0
Christian Koloko,33,TOR,2022,58.0,13.8,1.2,2.6,0.6,1.0,1.4,1.5,0.5,0.4,1.0,0.3,2.2,3.1,1.7,-3.5,-0.3,10.9
Jaylin Williams,34,OKC,2022,49.0,18.7,2.1,4.8,0.8,1.1,0.9,4.0,1.6,0.6,0.2,0.8,2.3,5.9,4.3,-0.3,0.8,11.1
Max Christie,35,LAL,2022,41.0,12.5,1.1,2.6,0.3,0.4,0.2,1.7,0.5,0.2,0.2,0.3,0.8,3.1,1.3,-3.5,-0.5,7.5
Gabriele Procida,36,POR,2022,,,,,,,,,,,,,,,,,,
Jaden Hardy,37,SAC,2022,48.0,14.8,3.0,6.9,1.4,1.6,0.2,1.6,1.4,0.4,0.1,1.0,1.3,8.8,1.0,-3.3,-0.6,14.3
Kennedy Chandler,38,SAS,2022,36.0,7.8,1.0,2.3,0.2,0.4,0.3,0.8,1.6,0.3,0.1,0.5,0.4,2.2,0.3,-2.7,0.0,11.2
Khalifa Diop,39,CLE,2022,,,,,,,,,,,,,,,,,,
Bryce McGowens,40,MIN,2022,46.0,17.1,1.7,4.4,1.3,1.7,0.4,1.6,1.2,0.3,0.1,0.9,1.0,5.3,0.7,-5.4,-1.4,7.3
E.J. Liddell,41,NOP,2022,,,,,,,,,,,,,,,0.0,-4.7,0.0,
Trevor Keels,42,NYK,2022,3.0,2.7,0.3,1.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-13.0,0.0,4.3
Moussa Diabaté,43,LAC,2022,22.0,8.9,1.1,2.1,0.5,0.7,1.4,0.9,0.2,0.3,0.4,0.4,0.7,2.7,0.8,-1.2,0.1,15.2
Ryan Rollins,44,ATL,2022,12.0,5.2,0.6,1.7,0.5,0.5,0.3,0.8,0.5,0.1,0.1,1.3,0.8,1.9,0.0,-3.5,-0.1,0.5
Josh Minott,45,CHO,2022,15.0,6.4,1.2,2.4,0.5,0.5,0.3,1.3,0.3,0.3,0.4,0.2,0.7,3.1,0.7,1.7,0.2,18.5
Ismael Kamagate,46,DET,2022,,,,,,,,,,,,,,,,,,
Vince Williams Jr.,47,MEM,2022,15.0,7.0,0.8,2.7,0.1,0.1,0.3,0.7,0.3,0.4,0.1,0.3,0.8,2.0,2.7,-1.2,0.3,4.5
Kendall Brown,48,MIN,2022,6.0,6.7,0.7,1.2,0.2,0.3,0.3,0.7,0.5,0.7,0.0,0.3,1.5,1.5,0.1,-5.3,-0.1,9.3
Isaiah Mobley,49,CLE,2022,12.0,7.0,1.0,2.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.1,0.7,2.6,0.3,-3.8,-0.1,13.9
Matteo Spagnolo,50,MIN,2022,,,,,,,,,,,,,,,,,,
Tyrese Martin,51,GSW,2022,16.0,4.1,0.6,1.4,0.1,0.1,0.3,0.4,0.1,0.1,0.0,0.1,0.1,1.3,0.0,-7.4,-0.1,9.5
Karlo Matković,52,NOP,2022,,,,,,,,,,,,,,,,,,
JD Davison,53,BOS,2022,12.0,5.5,0.7,1.6,0.1,0.2,0.2,0.6,0.9,0.2,0.2,0.3,0.4,1.6,0.3,-1.4,0.0,11.5
Yannick Nzosa,54,WAS,2022,,,,,,,,,,,,,,,,,,
Gui Santos,55,GSW,2022,,,,,,,,,,,,,,,0.7,-0.5,0.1,
Luke Travers,56,CLE,2022,,,,,,,,,,,,,,,,,,
Jabari Walker,57,POR,2022,56.0,11.1,1.5,3.5,0.6,0.8,0.9,1.5,0.6,0.2,0.2,0.5,1.2,3.9,3.1,-4.1,-1.2,10.5
Hugo Besson,58,IND,2022,,,,,,,,,,,,,,,,,,
