PLAYER,PICK,TEAM,YEAR,G,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ADVANCED_WS,ADVANCED_BPM,ADVANCED_VORP,PER
Josh Green,18,DAL,2020,39.0,11.4,1.1,2.4,0.3,0.6,0.7,1.3,0.7,0.4,0.1,0.4,0.9,2.6,7.7,-2.3,-0.4,8.5
Saddiq Bey,19,BRK,2020,70.0,27.3,4.0,9.9,1.8,2.1,0.6,3.9,1.4,0.7,0.2,0.9,1.6,12.2,14.6,-0.7,2.9,12.1
Precious Achiuwa,20,MIA,2020,61.0,12.1,2.0,3.7,0.9,1.8,1.2,2.2,0.5,0.3,0.5,0.7,1.5,5.0,9.5,-2.4,-0.5,13.9
Tyrese Maxey,21,PHI,2020,61.0,15.3,3.2,7.0,1.0,1.1,0.2,1.5,2.0,0.4,0.2,0.7,1.3,8.0,22.7,1.2,6.6,14.3
Zeke Nnaji,22,DEN,2020,42.0,9.5,1.2,2.5,0.3,0.4,0.3,1.2,0.2,0.2,0.1,0.2,0.7,3.2,5.4,-2.9,-0.6,10.1
Leandro Bolmaro,23,NYK,2020,,,,,,,,,,,,,,,-0.3,-7.8,-0.5,
R.J. Hampton,24,MIL,2020,25.0,9.3,1.0,2.4,0.4,0.5,0.4,1.6,0.6,0.2,0.1,0.4,0.9,2.6,0.8,-3.8,-1.4,8.3
R.J. Hampton,24,MIL,2020,26.0,25.2,4.3,9.7,1.8,2.7,0.7,4.2,2.8,0.6,0.3,1.6,1.5,11.2,0.8,-3.8,-1.4,12.1
Immanuel Quickley,25,OKC,2020,64.0,19.4,3.6,9.1,2.4,2.7,0.4,1.8,2.0,0.5,0.2,0.9,1.8,11.4,18.9,1.1,5.7,14.8
Payton Pritchard,26,BOS,2020,66.0,19.2,2.8,6.3,0.6,0.7,0.5,1.9,1.8,0.6,0.1,0.8,1.6,7.7,12.3,0.1,2.6,11.8
Udoka Azubuike,27,UTA,2020,15.0,3.8,0.3,0.6,0.5,0.7,0.3,0.6,0.0,0.1,0.3,0.2,0.6,1.1,2.0,-1.5,0.1,11.3
Jaden McDaniels,28,LAL,2020,63.0,24.0,2.6,5.8,0.4,0.7,0.8,2.9,1.1,0.6,1.0,0.7,2.7,6.8,11.6,-2.4,-0.8,9.1
Malachi Flynn,29,TOR,2020,47.0,19.7,2.7,7.2,1.0,1.2,0.2,2.3,2.9,0.8,0.1,0.9,1.4,7.5,2.8,-2.6,-0.5,10.9
Desmond Bane,30,BOS,2020,68.0,22.3,3.4,7.3,0.6,0.7,0.5,2.6,1.7,0.6,0.2,0.9,1.8,9.2,19.0,2.2,7.5,12.0
Tyrell Terry,31,DAL,2020,11.0,5.1,0.5,1.5,0.1,0.3,0.0,0.5,0.5,0.5,0.0,0.2,0.2,1.0,0.0,-4.8,0.0,5.4
Vernon Carey Jr.,32,CHO,2020,19.0,6.1,0.9,1.9,0.5,0.6,0.3,1.1,0.1,0.1,0.3,0.3,0.7,2.4,0.2,-6.3,-0.2,11.6
Daniel Oturu,33,MIN,2020,30.0,5.4,0.7,1.7,0.3,0.4,0.7,0.9,0.3,0.1,0.2,0.3,0.8,1.8,0.3,-5.2,-0.2,11.6
Théo Maledon,34,PHI,2020,65.0,27.4,3.5,9.4,1.6,2.1,0.4,2.9,3.5,0.9,0.2,2.2,1.9,10.1,-0.2,-4.6,-2.4,8.3
Xavier Tillman Sr.,35,SAC,2020,59.0,18.4,2.8,5.1,0.6,0.9,1.3,3.1,1.3,0.7,0.6,0.8,2.0,6.6,10.3,0.3,2.3,14.6
Tyler Bey,36,PHI,2020,18.0,3.9,0.4,1.2,0.2,0.3,0.4,0.6,0.2,0.0,0.1,0.2,0.3,1.0,0.0,-9.5,-0.1,6.6
Vit Krejci,37,WAS,2020,,,,,,,,,,,,,,,1.4,-4.5,-0.9,
Saben Lee,38,UTA,2020,48.0,16.3,2.1,4.4,1.3,1.9,0.4,1.6,3.6,0.7,0.3,1.1,1.6,5.6,3.5,-1.4,0.3,13.5
Elijah Hughes,39,NOP,2020,18.0,3.6,0.6,1.7,0.2,0.2,0.1,0.4,0.3,0.1,0.1,0.3,0.1,1.7,-0.4,-6.4,-0.5,10.1
Robert Woodard II,40,MEM,2020,13.0,3.5,0.6,1.5,0.2,0.6,0.3,0.9,0.2,0.0,0.2,0.1,0.3,1.5,-0.1,-7.7,-0.1,11.8
Tre Jones,41,SAS,2020,37.0,7.3,1.0,2.1,0.5,0.5,0.2,0.4,1.1,0.2,0.0,0.4,0.4,2.5,11.6,-0.8,1.7,11.6
Nick Richards,42,NOP,2020,18.0,3.5,0.2,0.5,0.4,0.6,0.2,0.4,0.1,0.0,0.0,0.2,0.4,0.8,10.3,-2.1,-0.1,4.4
Jahmi'us Ramsey,43,SAC,2020,13.0,7.2,1.2,2.9,0.4,0.4,0.2,0.6,0.5,0.3,0.1,0.2,0.6,3.1,-0.1,-5.4,-0.3,11.8
Marko Simonovic,44,CHI,2020,,,,,,,,,,,,,,,0.0,-12.3,-0.1,
Jordan Nwora,45,MIL,2020,30.0,9.1,2.1,4.5,0.6,0.8,0.3,1.7,0.2,0.5,0.2,0.8,0.7,5.7,3.0,-2.8,-0.7,15.9
CJ Elleby,46,POR,2020,30.0,6.4,0.8,2.2,0.4,0.5,0.4,0.7,0.3,0.2,0.1,0.2,0.9,2.3,0.5,-5.2,-1.1,8.9
Yam Madar,47,BOS,2020,,,,,,,,,,,,,,,,,,
Nico Mannion,48,GSW,2020,30.0,12.1,1.3,3.8,0.8,0.9,0.2,1.3,2.3,0.5,0.0,1.0,1.0,4.1,0.2,-3.9,-0.2,9.6
Isaiah Joe,49,PHI,2020,41.0,9.3,1.2,3.2,0.4,0.6,0.1,0.7,0.5,0.3,0.1,0.3,0.8,3.7,8.4,-0.4,1.5,8.8
Skylar Mays,50,ATL,2020,33.0,8.2,1.3,3.0,0.7,0.8,0.3,0.8,0.9,0.4,0.1,0.3,0.5,3.8,2.1,-0.7,0.4,15.9
Justinian Jessup,51,GSW,2020,,,,,,,,,,,,,,,,,,
KJ Martin,52,SAC,2020,45.0,23.7,3.6,7.1,1.3,1.9,1.6,3.8,1.1,0.7,0.9,0.8,2.0,9.3,11.1,-1.5,0.7,14.7
Cassius Winston,53,OKC,2020,22.0,4.5,0.6,1.5,0.2,0.3,0.0,0.4,0.5,0.1,0.0,0.2,0.4,1.9,0.1,-4.9,-0.1,10.3
Cassius Stanley,54,IND,2020,24.0,3.9,0.5,1.8,0.3,0.4,0.3,0.5,0.0,0.0,0.1,0.0,0.6,1.5,0.0,-7.9,-0.4,5.2
Jay Scrubb,55,BRK,2020,4.0,21.0,3.5,9.0,1.3,1.3,0.5,3.0,0.3,1.0,0.0,1.8,1.3,8.8,-0.1,-6.6,-0.3,6.6
Grant Riller,56,CHO,2020,7.0,3.9,1.1,1.7,0.0,0.0,0.0,0.1,0.4,0.1,0.0,0.1,0.0,2.6,0.1,5.1,0.0,22.9
Reggie Perry,57,LAC,2020,26.0,8.1,1.2,3.0,0.4,0.5,1.0,1.8,0.5,0.2,0.2,0.6,1.5,3.0,0.4,-5.5,-0.3,10.6
Paul Reed,58,PHI,2020,26.0,6.8,1.6,3.0,0.2,0.3,1.2,1.2,0.5,0.4,0.5,0.5,1.1,3.4,9.9,0.3,1.7,21.7
Jalen Harris,59,TOR,2020,13.0,13.2,2.8,5.5,0.5,0.7,0.2,1.2,1.3,0.6,0.0,1.1,1.2,7.4,0.3,0.3,0.1,14.7
Sam Merrill,60,NOP,2020,30.0,7.8,1.1,2.4,0.1,0.1,0.2,0.8,0.7,0.3,0.0,0.3,0.6,3.0,3.5,0.0,0.7,12.2
