PLAYER,PICK,TEAM,YEAR,G,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ADVANCED_WS,ADVANCED_BPM,ADVANCED_VORP,PER
Patrick McCaw,38,MIL,2016,71.0,15.1,1.5,3.5,0.4,0.5,0.3,1.1,1.1,0.5,0.2,0.5,0.9,4.0,4.4,-2.8,-0.6,8.4
David Michineau,39,NOP,2016,,,,,,,,,,,,,,,,,,
Diamond Stone,40,NOP,2016,7.0,3.4,0.4,1.9,0.6,0.6,0.1,0.7,0.0,0.0,0.1,0.3,0.7,1.4,-0.1,-20.8,-0.1,-2.8
Stephen Zimmerman,41,ORL,2016,19.0,5.7,0.5,1.6,0.2,0.3,0.6,1.3,0.2,0.1,0.3,0.2,0.9,1.2,0.0,-8.3,-0.2,7.0
Isaiah Whitehead,42,UTA,2016,73.0,22.5,2.8,7.0,1.2,1.5,0.4,2.1,2.6,0.6,0.5,1.9,2.4,7.4,-0.9,-5.0,-1.4,6.8
Zhou Qi,43,HOU,2016,,,,,,,,,,,,,,,-0.2,-9.6,-0.2,
Isaïa Cordinier,44,ATL,2016,,,,,,,,,,,,,,,,,,
Demetrius Jackson,45,BOS,2016,5.0,3.4,0.6,0.8,0.6,1.2,0.4,0.4,0.6,0.0,0.0,0.0,0.0,2.0,0.2,-0.5,0.1,28.0
A.J. Hammons,46,DAL,2016,22.0,7.4,0.8,1.9,0.4,0.9,0.4,1.3,0.2,0.0,0.6,0.5,1.0,2.2,0.0,-6.6,-0.2,6.8
Jake Layman,47,ORL,2016,35.0,7.1,0.7,2.5,0.4,0.5,0.2,0.5,0.3,0.3,0.1,0.3,0.6,2.2,3.8,-2.3,-0.2,4.8
Paul Zipser,48,CHI,2016,44.0,19.2,2.0,5.0,0.7,0.9,0.3,2.5,0.8,0.3,0.4,0.9,1.8,5.5,0.0,-5.2,-1.4,6.0
Michael Gbinije,49,DET,2016,9.0,3.6,0.1,1.1,0.2,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.2,0.4,-0.1,-12.1,-0.1,-2.0
Georges Niang,50,IND,2016,23.0,4.0,0.4,1.6,0.1,0.1,0.1,0.7,0.2,0.1,0.0,0.2,0.3,0.9,13.1,-1.6,0.8,-0.2
Ben Bentil,51,BOS,2016,3.0,3.3,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.0,-0.1,-25.9,-0.1,-14.2
Joel Bolomboy,52,UTA,2016,12.0,4.4,0.8,1.3,0.3,0.5,0.3,1.1,0.2,0.1,0.2,0.2,0.1,1.8,0.3,-0.1,0.0,17.5
Petr Cornelie,53,DEN,2016,,,,,,,,,,,,,,,0.0,-8.8,-0.1,
Kay Felder,54,ATL,2016,42.0,9.2,1.5,3.8,0.8,1.2,0.1,0.9,1.4,0.4,0.2,0.7,0.9,4.0,-0.4,-4.7,-0.4,10.1
Marcus Paige,55,BRK,2016,,,,,,,,,,,,,,,0.0,-8.8,0.0,
Daniel Hamilton,56,DEN,2016,,,,,,,,,,,,,,,0.0,-3.3,-0.1,
Wang Zhelin,57,MEM,2016,,,,,,,,,,,,,,,,,,
Abdel Nader,58,BOS,2016,,,,,,,,,,,,,,,2.8,-2.6,-0.4,
Isaiah Cousins,59,SAC,2016,,,,,,,,,,,,,,,,,,
Tyrone Wallace,60,UTA,2016,,,,,,,,,,,,,,,0.1,-5.2,-1.4,
