PLAYER,PICK,TEAM,YEAR,G,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ADVANCED_WS,ADVANCED_BPM,ADVANCED_VORP,PER
Kevin Porter Jr.,30,MIL,2019,50.0,23.2,3.7,8.4,1.5,2.0,0.4,2.8,2.2,0.9,0.3,1.9,2.7,10.0,4.0,-1.6,0.7,9.8
Nic Claxton,31,BRK,2019,15.0,12.5,1.8,3.2,0.7,1.4,1.3,1.7,1.1,0.1,0.5,0.6,0.9,4.4,21.8,1.6,5.6,14.8
KZ Okpala,32,PHO,2019,5.0,5.2,0.6,1.0,0.2,0.4,0.2,0.8,0.2,0.4,0.2,0.2,0.4,1.4,1.0,-4.7,-0.7,12.9
Carsen Edwards,33,PHI,2019,37.0,9.5,1.1,3.5,0.4,0.5,0.2,1.1,0.6,0.3,0.1,0.4,0.9,3.3,0.3,-5.1,-0.5,6.3
Bruno Fernando,34,PHI,2019,56.0,12.7,1.8,3.6,0.5,0.9,1.2,2.3,0.9,0.3,0.3,0.8,1.9,4.3,3.6,-3.1,-0.6,11.3
Didi Louzada,35,ATL,2019,,,,,,,,,,,,,,,-0.1,-8.1,-0.3,
Cody Martin,36,CHO,2019,48.0,18.8,1.9,4.3,0.9,1.4,0.8,2.5,2.0,0.8,0.2,0.9,1.6,5.0,5.9,-1.7,0.3,9.9
Deividas Sirvydis,37,DAL,2019,,,,,,,,,,,,,,,-0.1,-5.9,-0.2,
Daniel Gafford,38,CHI,2019,43.0,14.2,2.2,3.1,0.7,1.4,1.2,1.3,0.5,0.3,1.3,0.7,2.3,5.1,25.2,1.5,5.6,14.8
Alen Smailagić,39,NOP,2019,14.0,9.9,1.4,2.9,1.1,1.4,0.7,1.2,0.9,0.2,0.3,0.8,1.0,4.2,0.3,-3.3,-0.1,13.6
Justin James,40,SAC,2019,36.0,6.4,1.0,2.3,0.3,0.6,0.2,0.7,0.5,0.2,0.3,0.2,0.5,2.5,0.3,-3.1,-0.2,11.6
Eric Paschall,41,GSW,2019,60.0,27.6,5.3,10.7,2.7,3.5,1.4,3.2,2.1,0.5,0.2,1.6,2.1,14.0,5.0,-2.2,-0.1,14.2
Admiral Schofield,42,PHI,2019,33.0,11.2,1.1,2.8,0.3,0.5,0.2,1.2,0.5,0.2,0.1,0.2,1.5,3.0,1.2,-4.6,-0.9,5.5
Jaylen Nowell,43,MIN,2019,15.0,10.1,1.3,3.5,1.1,1.1,0.2,0.7,1.3,0.2,0.1,0.2,0.7,3.8,4.9,-1.9,0.1,11.3
Bol Bol,44,MIA,2019,7.0,12.4,2.0,4.0,1.1,1.4,0.7,2.0,0.9,0.3,0.9,1.4,1.6,5.7,4.1,-0.6,0.8,13.7
Isaiah Roby,45,DET,2019,3.0,3.7,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.0,4.0,-2.3,-0.2,-5.9
Talen Horton-Tucker,46,ORL,2019,6.0,13.5,2.3,5.0,0.3,0.7,0.3,0.8,1.0,1.3,0.2,1.0,1.7,5.7,4.9,-1.9,0.1,11.1
Ignas Brazdeikis,47,SAC,2019,9.0,5.9,0.7,2.4,0.4,0.6,0.2,0.3,0.4,0.0,0.1,0.2,0.3,1.9,0.4,-4.9,-0.6,3.4
Terance Mann,48,LAC,2019,41.0,8.8,0.9,1.9,0.4,0.7,0.2,1.1,1.3,0.3,0.1,0.4,1.1,2.4,18.5,-0.7,2.5,9.8
Quinndary Weatherspoon,49,SAS,2019,11.0,7.1,0.5,1.5,0.1,0.2,0.1,0.5,1.0,0.3,0.1,0.5,0.7,1.1,0.2,-5.5,-0.2,3.4
Jarrell Brantley,50,IND,2019,9.0,10.7,1.1,3.1,0.1,0.2,0.2,2.0,1.2,0.3,0.6,0.8,0.8,2.7,0.6,0.0,0.1,7.4
Tremont Waters,51,BOS,2019,11.0,10.8,1.3,4.5,0.7,0.7,0.0,1.1,1.5,0.9,0.2,1.4,1.2,3.6,0.1,-3.0,-0.1,3.9
Jalen McDaniels,52,CHO,2019,16.0,18.3,2.1,4.4,0.9,1.1,0.9,3.1,0.8,0.5,0.2,0.7,2.3,5.6,5.3,-3.3,-1.5,9.7
Justin Wright-Foreman,53,UTA,2019,4.0,11.3,1.8,5.0,0.8,1.0,0.0,1.3,1.8,0.5,0.0,0.8,1.3,4.8,0.0,-9.0,-0.1,8.2
Marial Shayok,54,PHI,2019,4.0,7.0,0.8,3.0,0.8,1.0,0.3,1.5,0.3,0.0,0.3,0.8,1.0,2.8,-0.1,-13.0,-0.1,2.7
Kyle Guy,55,NYK,2019,3.0,3.3,0.7,1.7,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.3,0.1,-4.9,-0.3,5.8
Jaylen Hands,56,LAC,2019,,,,,,,,,,,,,,,,,,
Jordan Bone,57,NOP,2019,10.0,5.3,0.5,2.0,0.0,0.0,0.0,0.4,0.8,0.1,0.0,0.2,0.6,1.2,0.1,-5.9,-0.2,0.8
Miye Oni,58,GSW,2019,10.0,10.9,1.2,3.2,0.4,0.5,0.5,1.2,0.4,0.4,0.2,0.4,0.9,3.5,1.0,-2.5,-0.1,9.0
Dewan Hernandez,59,TOR,2019,6.0,4.7,0.8,2.3,0.5,0.8,0.8,1.5,0.5,0.2,0.0,0.5,1.0,2.3,0.0,-9.6,-0.1,12.9
Vanja Marinković,60,SAC,2019,,,,,,,,,,,,,,,,,,
